name,Unnamed: 0,survey,survey_location,id,limit,year,speed,latitude,longitude
GISBORNE-MEL,130135.786713,15467.2237762,2538.33566434,11220.1958042,93.2867132867,2012.0,91.9786349574,-37.5556900873,144.585517085
GLADS,156733.5,17310.0,9986.5,9172.0,80.0,2012.0,56.4197916388,-37.04065564,143.7299378
GLENELG HIGHWAY,99493.3167539,13573.2739965,4491.2547993,13415.3682373,90.8027923211,2012.33333333,90.6598162415,-37.6575134721,142.924866591
GLENFERRIE ROAD,128163.5,14773.0,9115.5,9522.5,60.0,2006.0,37.6927084525,-37.8594973,145.0288164
GLENGARRY-TYERS ROAD,39631.5,10674.0,2067.5,10156.0,100.0,2013.0,101.840624493,-38.13664528,146.541073
GLENHUNTLY ROAD,189031.5,18772.0,1.5,14228.0,50.0,2011.0,36.6751561368,-37.88930953,145.0412269
GLENORCHY-HORSHAM ROAD,111171.5,14414.0,8456.5,9152.0,100.0,2012.0,96.6781240445,-36.687496455,142.4957931
GLENROWAN-MYRTLEFORD ROAD,86638.5,13733.5,508.5,10265.5,100.0,2013.0,95.8266920628,-36.438632155,146.3475953
GODFREY STREET,201453.5,19121.0,1.5,9653.0,50.0,2012.0,50.4898438059,-36.11662629,143.7271388
GOLF LINKS ROAD,196207.5,18991.0,1.5,14248.0,80.0,2012.0,77.794088801,-38.19032702,145.1702379
GORDON STREET,113709.5,14451.0,8530.5,9977.5,60.0,2011.0,56.0257813333,-37.79957366,144.888025
GORGE ROAD,94621.5,13602.0,6894.5,10452.0,60.0,2011.0,75.6401045326,-37.65205008,145.0958566
GOROKE STREET,81174.5,12605.5,5405.0,7170.0,90.0,2012.5,86.1423176129,-38.625694975,145.71917955
GOULBURN VALLEY FREEWAY,65850.6428571,12044.0,4677.57142857,21177.8571429,102.857142857,2013.0,101.043898354,-36.8022801929,145.187045814
GOULBURN VALLEY HIGHWAY,82842.8394919,12719.6374134,1896.0334873,13166.3648961,95.0808314088,2012.39491917,91.7504944978,-36.589853085,145.452116499
GOULBURN VALLEY HWY/FWY,42385.5,10728.0,2181.5,13300.0,100.0,2013.0,106.021353958,-36.54242375,145.3625795
GOURLAY ROAD,182919.5,18642.0,1.5,14254.5,60.0,2013.0,58.2562499444,-37.70115976,144.7424623
GOVERNOR ROAD,115965.5,14492.0,8612.5,9045.0,60.0,2011.0,76.3665365775,-38.0109863,145.1377494
GRAHAM ROAD,134415.5,14928.0,9423.5,9697.5,60.0,2012.0,98.7995293089,-36.29883758,144.9747381
GRAHAMVALE ROAD,119137.5,15040.0,3253.0,11909.0,95.0,2011.5,96.311718324,-36.344561045,145.4316574
GRAMPIANS ROAD,105455.586093,14120.5099338,5792.88741722,8279.90728477,83.2450331126,2012.17880795,76.3892382121,-37.2045786068,142.49532365
GRAND BOULEVARD,184263.5,18659.0,1.5,31239.5,50.0,2011.0,52.0072397192,-37.58404675,144.9396481
GRAND RIDGE ROAD,64146.5,12132.4202899,5389.36231884,8365.57971014,100.0,2011.0,49.7479891569,-38.4156998491,146.604496538
GRAND RIDGEROAD,47564.4090909,11358.6363636,3692.30681818,8324.38636364,100.0,2012.54545455,75.3350850885,-38.40702226,146.163337491
GRANGE ROAD,185423.5,18700.5,1.5,11389.5,60.0,2011.0,52.9305078486,-37.890650395,145.046614
GRANT ROAD,190999.5,18811.0,1.5,14259.5,80.0,2012.0,81.2580727735,-38.20758703,145.179843
GRANT STREET,119812.833333,14525.3333333,8657.5,8936.16666667,60.0,2012.33333333,46.0948090454,-37.6049250133,144.053459567
GREAT ALPINE ROAD,95642.2416107,13515.9278523,2420.21812081,8072.99328859,92.5503355705,2012.80369128,85.4392971961,-36.7336853467,146.947951212
GREAT OCEAN ROAD,109039.343407,14187.0192308,3273.57142857,8293.24862637,94.0659340659,2012.69642857,79.1438528531,-38.5375597443,143.661342797
GREAT RYRIE STREET,112315.5,14428.0,8484.5,14272.5,50.0,2011.0,54.7629948259,-37.82931184,145.2373222
GREEN GULLY ROAD,120803.5,14573.0,8771.5,14280.0,70.0,2011.0,69.6089582839,-37.71428074,144.8292053
GREENDALE-TRENTHAM ROAD,156119.5,17294.4782609,1.5,11830.0,80.2173913043,2012.0,86.7224181822,-37.5173262191,144.303728209
GREENS ROAD,169061.5,18096.0,1.5,9045.0,70.0,2012.0,68.6292188567,-38.01567666,145.2242166
GREENSBOROUGH BYPASS,120179.5,14556.0,8739.5,7723.5,80.0,2011.0,83.6170834701,-37.69274126,145.0964501
GRETA ROAD,44447.5,10758.5,2242.5,10018.5,100.0,2013.0,98.8598950669,-36.40400375,146.2976708
GREY STREET,48467.5,10838.0,2400.5,10176.0,60.0,2013.0,76.9802082775,-38.19042284,146.5071152
GRIFFITH STREET,108751.5,14302.0,8237.5,14291.5,80.0,2012.0,58.8683332206,-37.68655837,144.4319048
GRIMSHAW STREET,8855.5,1139.0,69.5,11118.0,60.0,2009.0,63.5198263321,-37.70376199,145.0952904
HALL ROAD,96902.5,13652.0,6299.5,14295.5,80.0,2012.0,79.664140577,-38.10782467,145.2402043
HALLAMROAD,168581.5,18091.0,1.5,8606.5,70.0,2012.0,65.8353388702,-38.02087835,145.2702725
HAMIL,138608.392902,15725.2117061,2068.1618929,8149.04732254,94.4333748443,2012.40846824,89.9399013699,-37.9422408973,142.820380853
HAMMILL STREET,55060.5,11023.0,2746.4893617,6957.0212766,80.0,2012.0,70.9252659817,-36.36267287,142.989019
HAMPSHIRE ROAD,113613.5,14450.0,8528.5,14305.0,60.0,2011.0,57.6323436498,-37.79306442,144.8308348
HANOVER STREET,188743.5,18769.0,1.5,14306.5,50.0,2011.0,45.5564584731,-37.90110017,145.0919346
HANSEN STREET,202004.5,19127.0,1.51111111111,13007.8222222,50.0,2012.0,49.5283334096,-36.19757823,147.9000098
HAPPY VALLEY ROAD,14651.5,10104.0,1019.45454545,9536.09090909,100.0,2012.0,95.5323855206,-36.58781026,146.7731546
HARRIETVILLE AVENUE,157375.5,17349.0,1.5,8073.0,60.0,2011.0,60.5860155424,-36.72894101,146.9715364
HARROW-BALMORAL ROAD,78354.5,12717.0,6556.48648649,8787.62162162,100.0,2012.0,86.6459459872,-37.24091884,141.819537
HARVEST HOME ROAD,181911.5,18630.0,1.5,31169.5,50.0,2011.0,63.3019271489,-37.62282422,145.0267448
HATTAM STREET,24361.5,10271.0,1392.5,9062.0,60.0,2011.0,57.4076560734,-36.78019926,144.2528579
HAWTHORN ROAD,123385.5,14602.0,8801.5,14326.5,50.0,2011.0,54.4200782974,-37.84688235,145.16575
HAZELWOOD ROAD,82583.5,12970.0,1562.16666667,18050.5,95.0,2012.33333333,97.5258762849,-38.2420962967,146.501925133
HEALESVILLE-KOO WEE RUP ROAD,208547.5,19383.0,1.5,10842.0,60.0,2013.0,67.2734374803,-37.79709244,145.51982115
HEALESVILLE-YARRA GLEN ROAD,107217.5,14231.0,8104.5,31058.5,60.0,2011.0,76.0820051431,-37.65960136,145.3856416
HEATHCOTE-NAGAMBIE ROAD,36050.5,10610.0,1930.48837209,9620.44186047,100.0,2012.0,90.3298835321,-36.93600089,144.7419298
HEATHCOTE-REDESDALE ROAD,53690.5,10988.0,2684.4893617,9495.44680851,100.0,2013.0,75.853191396,-37.01408988,144.548962
HEATHCOTE-ROCHESTER ROAD,55316.1170213,11571.5248227,3548.95035461,9772.80851064,100.0,2012.0141844,92.7922956195,-36.59165679,144.733378684
HEATHER,119679.5,14548.5,8687.0,11868.0,65.0,2011.0,68.2218489946,-37.9709865425,145.22368005
HEATHERDALE ROAD,112219.5,14427.0,8482.5,14330.5,70.0,2011.0,59.6471094291,-37.83009025,145.2133522
HEATHS ROAD,151965.5,17108.0,1.5,9908.0,60.0,2011.0,59.0219791332,-37.88761796,144.6422115
HEIDELBERG-KINGLAKE ROAD,179895.5,18603.0,1.5,11118.0,80.0,2011.0,76.8341146309,-37.63059275,145.209985
HENDERSON ROAD,92440.5,12906.0,5950.0,9701.5,90.0,2012.5,84.2611196142,-36.23932373,144.9483884
HENDY MAIN ROAD,64909.5,12171.0,5466.5,8384.5,100.0,2012.0,85.0820652091,-38.30840419,144.2629983
HENTY HIGHWAY,111977.640187,14605.3965287,2397.83711615,15518.6862483,96.1548731642,2012.37249666,96.1650626135,-36.604464567,142.228371626
HENTY STREET,151133.5,16916.0,9873.5,13390.0,80.0,2011.0,53.4853127398,-37.5890045,141.3966145
HEPBURN ROAD,126915.5,14737.0,9051.5,8131.5,100.0,2012.0,62.3728383382,-37.32575532,144.1417214
HEPBURN-NEWSTEAD ROAD,156916.5,17313.0,9992.51219512,9050.65853659,100.0,2012.0,94.2466456206,-37.18586192,144.0919917
HERTFORD STREET,191551.5,18824.0,1.0,8339.0,100.0,2011.0,68.736979326,-37.58777032,143.8236846
HEYFIELD-JAMIESON ROAD,127440.194118,15026.3882353,1274.31764706,11642.2352941,100.0,2012.49411765,82.4073527393,-37.8788150972,146.724692191
HEYGARTH STREET,137721.5,14982.0,9525.5,6613.0,50.0,2011.0,46.3669010399,-36.12418293,144.7496065
HIGH STREET,136265.579747,15601.5436709,4637.52658228,9691.91835443,64.2151898734,2010.93544304,61.2735522469,-37.1879492871,144.486811513
HIGH STREET ROAD,117117.5,14506.0,8640.5,11002.0,60.0,2011.0,58.978333354,-37.87328867,145.157604
HIGHBURY ROAD,117837.5,14516.0,8660.5,9452.5,60.0,2011.0,62.1989062227,-37.86190205,145.1683217
HIGHETT STREET,140969.5,15020.0,9601.5,12948.0,65.0,2012.0,67.0822918416,-37.04651058,146.0892791
HITCHCOCK AVENUE,130445.5,14847.0,9262.5,8371.0,80.0,2013.0,52.9838542144,-38.27730015,144.4880593
HODDLE ROAD,149040.349462,16175.3978495,4786.48387097,10428.9677419,65.0537634409,2012.49462366,66.3531450868,-38.6557883299,146.193852541
HODDLE STREET,106622.5,10176.5,37.0,5400.0,65.0,2011.0,51.3895925879,-37.80470772,144.99217395
HOPE,79098.0876289,12812.6546392,6450.67010309,9461.57731959,95.9793814433,2012.0,94.8875640983,-35.60750482,142.473517272
HOPKINS ROAD,98989.5,13759.0,7202.5,8501.0,100.0,2011.0,98.2402590843,-37.79542398,144.697389
HORACE STREET,201815.5,19125.0,1.5,12451.0,80.0,2012.0,56.146093746,-35.50166997,142.8495638
HORSHAM ROAD,65639.5,12201.0,5526.5,8564.0,100.0,2012.0,76.4796875317,-36.45691807,142.0515221
HORSHAM-LUBECK ROAD,71888.5,12433.0,5992.48780488,9459.85365854,100.0,2012.0,99.3557920232,-36.76076308,142.3210263
HORSHAM-NORADJUHA ROAD,55964.5,11061.0,2824.51162791,8797.44186047,100.0,2012.0,99.9337198587,-36.7760314,142.1004247
HOTHAM STREET,169541.5,18118.0,1.5,10415.5,60.0,2012.0,56.493229111,-37.87321638,144.9987225
HOWITT STREET,124431.5,14622.0,8837.5,9617.0,60.0,2012.0,50.0461978915,-37.54079302,143.8361064
HUME FREEWAY,91773.0384615,12731.0384615,2808.92307692,13982.5,105.384615385,2012.34615385,105.368780606,-29.9188444142,138.500478994
HUME FREEWAY  OFFRAMP,192498.5,18866.0,1.0,11875.0,80.0,2011.0,84.1773809707,-37.28473128,145.0559979
HUME FREEWAY OFFRAMP,187563.797872,18635.5957447,1.23404255319,4207.53191489,74.8936170213,2011.25531915,84.133590759,-37.2983713789,145.04189817
HUME FREEWAY ONRAMP,193222.603448,18900.0344828,1.0,10061.4827586,75.8620689655,2011.20689655,74.1018207404,-37.296770501,145.044928193
HUME FREEWAYOFFRAMP,85570.5,13009.0,3922.0,1639.0,100.0,2011.0,74.2322286526,-37.41700276,144.9974331
HUME FREEWAYONRAMP,85523.5,13009.0,3921.0,1554.0,100.0,2011.0,99.4358313804,-37.41702787,144.9940935
HUME HIGHWAY,62514.8066202,10590.6097561,2200.68989547,13037.0209059,95.0522648084,2012.66550523,98.827886779,-36.7961995182,145.66320873
HUNTINGDALE ROAD,112891.5,14434.0,8496.5,13485.0,60.0,2011.0,57.15911446,-37.90675329,145.1043334
HURSTBRIDGE ARTHURS CREEK  ROAD,179803.5,18602.0,1.5,30966.5,80.0,2011.0,69.1382673216,-37.60380558,145.1836249
HYDE STREET,103143.5,13999.5,7709.5,11772.25,60.0,2012.5,60.7627994218,-37.82107297,144.8959786
HYLAND HIGHWAY,45741.5,10807.0,2339.5,5548.0,100.0,2012.0,101.123697319,-38.2452232,146.5454061
INKERMAN ROAD,169445.5,18117.0,1.5,14412.5,60.0,2012.0,56.3398437301,-37.86817652,145.013745
INVERLEIGH-SHELFORD ROAD,66179.5,12217.0,5558.52380952,8440.71428571,100.0,2013.0,96.5473209087,-38.09301982,144.0070132
INVERLEIGH-WINCHELSEA ROAD,65906.5,12209.0,5542.51111111,8559.24444444,100.0,2013.0,92.900277965,-38.1295427,144.0422039
INVERLOCH ROAD,166145.5,17589.0,1.5,7170.0,70.0,2012.0,69.180989623,-38.6051313,145.6002323
INVERLOCH-KONGWAK ROAD,76038.5,12633.0,6390.4893617,10653.4468085,100.0,2012.0,96.9729512809,-38.60003931,145.7260119
INVERLOCH-LEONGATHA ROAD,17937.5,10147.5,1121.5,7170.0,100.0,2012.0,103.033384048,-38.534617075,145.87936145
INVERLOCH-TARWIN LOWER ROAD,125849.5,15555.0,3128.0,10493.5,80.0,2012.0,90.6912229049,-38.62684138,145.7716171
IRREWILLIPE ROAD,76477.5,12662.0,6448.5,11650.0,60.0,2012.0,60.5825520355,-38.36057068,143.5813669
JACKA BVD/MARINE PDE,9599.5,1169.0,133.0,6201.0,60.0,2009.0,60.5229055885,-37.87349448,144.9766254
JEPARIT-WARRACKNABEAL ROAD,111094.5,14413.0,8454.45945946,9536.59459459,80.0,2012.0,100.327026417,-36.19724645,142.3336776
JOHN ALLAN ROAD,46204.5,10812.0,2349.5106383,9595.55319149,100.0,2013.0,88.6521272465,-36.21977252,145.0496977
JOHN FIELD DRIVE,40015.5,10678.0,2075.5,10156.5,100.0,2013.0,96.0677076965,-38.17246053,146.2996343
JOHN STREET,95869.5,13629.0,6948.5,14428.5,60.0,2004.0,52.9458332459,-37.75794177,145.3458743
JOHNS,105055.0,14116.75,7885.0,12222.5,60.0,2009.75,58.6612369319,-37.4370713675,144.600612525
JONES ROAD,118605.5,14526.0,8680.5,14431.5,80.0,2011.0,72.8477863672,-38.25987298,145.1670502
JONES STREET,74670.5,12570.0,6264.53333333,10084.2666667,60.0,2013.0,60.7624999363,-36.90789442,145.2403535
JUMBUNNA ROAD,144889.5,15068.0,9697.5,10549.5,70.0,2013.0,58.9755207698,-38.43622334,145.8160119
KANGAROO GROUND-ST ANDREWS ROAD,179991.5,18604.0,1.5,9878.5,60.0,2011.0,60.8586195705,-37.6438322,145.2356135
KANGAROO GROUND-WARRANDYTE ROAD,111547.5,14419.0,8466.5,11101.0,60.0,2011.0,53.6897915702,-37.73580013,145.2224882
KANGAROO ROAD,189223.5,18775.0,1.5,14441.5,50.0,2011.0,56.2614843841,-37.898044955,145.07263225
KANIVA-EDENHOPE ROAD,67621.5,12270.0,5664.55263158,8363.05263158,100.0,2012.0,96.5529601971,-36.42655793,141.2524391
KATAMATITE-NATHALIA ROAD,123830.884615,14919.5494505,6199.95604396,9782.85164835,80.1098901099,2012.49450549,92.831407415,-36.0933141266,145.520488827
KATAMATITE-SHEPPAR,46587.5,10816.0,2357.5,9829.0,100.0,2013.0,101.715624494,-36.28351817,145.4503383
KATAMATITE-YARRAWONGA ROAD,16357.5,10129.0,1074.5,9785.5,100.0,2012.0,97.4516905855,-36.07102423,145.6962714
KELLETTS ROAD,104657.5,13832.0,6440.0,20609.0,65.0,2011.0,72.3851564325,-37.915696435,145.26332745
KERANG-KOONDROOK ROAD,89330.5,12845.5,5837.5,10272.5106383,90.0,2011.5,97.4840016665,-35.70097532,144.0377427
KERANG-MURRABIT ROAD,28599.5,10439.0,1530.52272727,9405.27272727,100.0,2013.0,99.1446014309,-35.70355417,143.951848
KERANG-QUAMBA,113564.675824,14584.5494505,1735.20879121,9692.26373626,100.0,2012.47252747,89.2610164679,-35.7351494537,143.892801727
KEWELL ROAD,77109.5,12682.0,6488.475,11532.525,100.0,2012.0,100.798437024,-36.50263506,142.3706456
KEYS ROAD,115581.5,14484.0,8596.5,9537.5,60.0,2011.0,56.7616404297,-37.94964239,145.0757164
KIEWA VALLEY HIGHWAY,52071.3373333,11560.344,1950.776,7451.86933333,94.9333333333,2012.63466667,82.1806065186,-36.5148398373,147.065255233
KIEWAROAD,18971.5,10172.0,1179.5,10006.0,80.0,2012.0,75.2327343224,-36.25511283,147.0148066
KILLARA ROAD,120899.5,14574.0,8773.5,14456.5,80.0,2011.0,85.9732029038,-37.72337524,145.4029394
KING GEORGE STREET,138681.5,14994.0,9549.5,12805.0,70.0,2011.0,54.6970316571,-35.8049503,144.2186953
KING STREET,138777.5,14995.0,9551.5,9110.0,60.0,2012.0,52.4570312501,-37.34676795,144.1419154
KINGS AVENUE,79059.5,12746.0,3478.5,7110.0,60.0,2011.0,53.4779163601,-36.61892602,143.2608999
KINGS ROAD,120707.5,14572.0,8769.5,8375.5,60.0,2011.0,66.9867186745,-37.69876707,144.7808039
KINGSWAY DRIVE,114429.5,14465.0,8558.5,14460.5,60.0,2011.0,43.0295312208,-37.66439137,145.0060211
KONAGADERRA ROAD,179423.5,18598.0,1.5,14465.0,100.0,2011.0,86.1786458096,-37.55099639,144.8490196
KOO WEE RUP ROAD,104356.833333,13898.6666667,6954.16666667,24547.0,100.0,2013.0,92.1246527171,-38.1652898533,145.482962133
KOO WEE RUP-LONGWARRY ROAD,11346.5,1427.0,358.510638298,10676.9148936,100.0,2012.0,88.5802388296,-38.1516222638,145.733689945
KOONAWARRA ROAD,86689.5,13047.0,4046.5,6863.0,60.0,2013.0,58.4651041031,-38.48002954,145.9493411
KOONDROOK-MURRABIT ROAD,34052.5,10539.0,1788.5106383,10381.3829787,60.0,2011.0,51.1287233468,-35.63358504,144.1257872
KOORNANG ROAD,185519.5,18701.5,1.5,14467.5,55.0,2011.0,45.6537630955,-37.893229035,145.05629995
KOOYONG ROAD,112699.5,14432.0,8492.5,14474.0,60.0,2011.0,52.3390884798,-37.89892346,145.0125241
KOROIT-PORT FAIRY ROAD,203913.5,19186.0,1.5,8850.0,100.0,2013.0,77.3042612942,-38.32319522,142.3259779
KOROIT-WOOLSTHORPE ROAD,66833.5,12247.0,5618.5,8848.0,100.0,2012.0,85.2724431643,-38.2833829,142.3687376
KOROROIT CREEK ROAD,154029.5,16656.5,4379.5,11276.0,75.0,2011.0,63.439713508,-37.850054645,144.838843825
KORUMBURRA ROAD,82919.5,12882.0,3333.5,10549.5,60.0,2013.0,58.3059896826,-38.60247997,145.5939125
KORUMBURRA-WARRAGUL ROAD,184690.486014,17857.5034965,3246.70629371,10473.1818182,89.9300699301,2012.66433566,73.2615385923,-38.2974010348,145.87994165
KORUMBURRA-WONTHAGGI ROAD,76129.5,12634.0,6392.52272727,10316.7954545,100.0,2012.0,71.0809657356,-38.50314218,145.7260939
KULKYNE WAY,68807.5,12319.0,5764.5,9073.5,100.0,2012.0,100.515153679,-34.3407062,142.2638111
KYABRAM-ROCHESTER ROAD,23307.5,10257.0,1364.5,8973.5,100.0,2012.0,78.5734635592,-36.35779587,144.7212149
KYNE,26931.5,10328.0,1508.5,9386.5,100.0,2013.0,98.7580719764,-37.03044278,144.5308599
LA TROBE RIVER ROAD,39919.5,10677.0,2073.5,10156.0,100.0,2013.0,83.1700521708,-38.16667405,146.3571038
LAKESIDE DRIVE,117616.5,14518.5,8664.0,22884.0,50.0,2011.0,55.0882293483,-37.846882265,144.973665
LANCASTER-MOOROOPNA ROAD,102028.5,14083.5,1176.5,9712.0,100.0,2012.5,100.764973344,-36.3139243,145.23075165
LANCE CREEK ROAD,76219.5,12635.0,6394.52173913,10326.9565217,100.0,2013.0,66.5831521903,-38.51762388,145.7045416
LANCEFIELD ROAD,40952.1666667,11091.3333333,1999.83333333,9723.66666667,86.6666666667,2012.0,83.1979944228,-37.3722035867,144.617955933
LANCEFIELD-,51868.5,10905.0,2526.5106383,9644.06382979,100.0,2013.0,86.0537234773,-37.05203277,144.7885986
LANCEFIELD-KILMORE ROAD,85451.5,13005.0,3911.5,9758.5,100.0,2012.0,94.606093564,-37.29290048,144.9227019
LANDSBOROUGH ROAD,164902.5,17450.0,1.51428571429,9126.25714286,80.0,2012.0,95.7621427806,-36.99999963,143.1268031
LANG LANG-POOWONG ROAD,131918.5,14891.0,9349.5106383,10646.9148936,80.0,2013.0,88.7015956706,-38.34321643,145.6551974
LANGRIDGE STREET,181335.5,18620.0,1.5,14482.0,50.0,2011.0,43.6040622194,-37.645729065,144.7931366
LANSDOWNE STREET,180471.5,18609.0,1.5,8786.0,50.0,2011.0,36.4735156196,-37.80927267,144.9784279
LARNACH ROAD,135254.5,15998.5,3517.0,10804.5,70.0,2008.5,61.4155989291,-38.19944117,145.1977965
LATHAMS ROAD,196015.5,18989.0,1.5,31749.5,60.0,2012.0,58.2408856945,-38.097843545,145.15791305
LATROBE ROAD,131517.159574,15229.893617,1222.94680851,11695.0,89.7872340426,2013.0,79.704654003,-38.2196471277,146.398374821
LATROBE STREET,105656.5,13877.0,6586.0,8688.5,60.0,2012.0,71.1364582975,-37.57118973,143.82169195
LAVERS HILL-COBDEN ROAD,160640.537559,17006.5258216,321.910798122,8574.68075117,90.3286384977,2012.57746479,82.7606217517,-38.4957543796,143.221267894
LEAKES ROAD,163324.166667,17313.6666667,2927.5,30665.8333333,70.0,2011.0,77.9080208147,-37.8017326483,144.706217783
LEARMONTH STREET,170117.5,18135.0,1.5,13035.0,60.0,2012.0,59.4562498726,-37.64918819,143.8790556
LEITCHVILLE-KERANG ROAD,134701.5,14931.0,9429.5,9645.0,80.0,2012.0,90.2116146084,-35.90067929,144.290592
LEITCHVILLE-PYRAMID ROAD,78868.5,12733.0,6588.4893617,9541.08510638,100.0,2013.0,86.9204788613,-36.05625658,144.1336681
LEONGATHA ROAD,129485.5,14829.0,9225.5,6863.0,80.0,2013.0,62.8630209767,-38.43728178,145.8274319
LEONGATHA-MIRBOO ROAD,13815.5,10087.0,982.5,5573.0,100.0,2013.0,100.612499078,-38.40417956,146.0719268
LEURA STREET,200325.5,19109.0,1.5,8441.0,60.0,2012.0,52.8466145196,-38.23981918,143.1417279
LEWIS STREET,168046.5,17766.0,1.48780487805,11546.6585366,60.0,2013.0,57.9780487899,-38.69897807,146.4582136
LEX,55663.4285714,11587.1785714,2254.27380952,9362.60714286,100.0,2012.0,97.8017850602,-37.3386118321,143.485342168
LINCOLN CAUSEWAY,50561.5,10886.0,2480.5,7606.5,80.0,2013.0,83.0348959762,-36.10318702,146.8972014
LINCOLN ROAD,185771.5,18676.0,1.5,14505.5,60.0,2011.0,51.9869531198,-37.78491304,145.2883983
LINDENOW-GLENALADALE ROAD,17571.5,10143.0,1112.5,10248.5,100.0,2012.0,78.2650777498,-37.87986757,147.4227509
LINDSAY ROAD,69982.5,12384.0,5894.4893617,9145.57446809,100.0,2012.0,98.3305846259,-36.23776522,146.9800181
LISMORE-PITFIELD ROAD,79627.5,12781.0,2606.52272727,8462.79545455,100.0,2012.0,98.6852265707,-37.94770785,143.3976749
LITTLE YARRA ROAD,64263.5,12140.0,5404.5,10079.0,100.0,2012.0,88.6263020425,-37.8726451,145.8189715
LIVERPOOL ROAD,112027.5,14425.0,8478.5,14513.0,70.0,2011.0,65.3640104532,-37.81385069,145.3162
LLOYD STREET,125273.5,15270.0,2111.0,9360.0,45.0,2012.5,54.944140643,-37.31505728,144.1388161
LOCH VALLEY ROAD,84440.5,12930.0,3637.51515152,7862.36363636,100.0,2011.0,54.67757566,-37.89008844,145.9980582
LOCKHARTS GAP ROAD,79814.5,12787.0,2618.5106383,10563.5744681,100.0,2013.0,102.031913674,-36.26367254,147.0792276
LOCKING,69889.5,12383.0,5892.52173913,9030.91304348,100.0,2011.0,88.6016577438,-36.29776649,144.5374024
LOCKWOOD ROAD,84685.5,12935.0,3654.5,9147.0,60.0,2011.0,47.3807290394,-36.79674045,144.2433725
LODDON CRESCENT,137201.5,14976.0,9513.5,9638.0,60.0,2011.0,54.0541193485,-35.7279845,143.9218325
LODDON VALLEY HIGHWAY,87177.9,13330.8,1161.3,6993.5,100.0,2012.4,96.8525719461,-36.176505372,143.95208474
LOGAN-WEDDERBURN ROAD,69807.5,12382.0,5890.52777778,8967.61111111,100.0,2012.0,98.1843743318,-36.47880272,143.5663731
LONG GULLY-WHITE HILL ROAD,38737.5,10626.0,2031.5,9217.0,60.0,2011.0,59.7678124705,-36.733684085,144.28101685
LONGFIELD ROAD,146623.5,15147.0,9851.0,1231.0,60.0,2013.0,55.9187499681,-37.06248618,142.7606911
LONGFORD-LOCH SPORT ROAD,76665.5,12672.0,6468.5,11702.5,100.0,2012.0,98.4882542698,-38.17443173,147.1156158
LONGWARRY-DROUIN ROAD,85069.5,12945.0,3706.5,10575.5,100.0,2013.0,99.8596347133,-38.10815889,145.7929335
LOWER DANDENONG ROAD,142799.5,13329.0,55.1666666667,5340.5,73.3333333333,2012.0,66.987764372,-37.9889698567,145.1286756
LOWER DUNEED ROAD,64816.5,12169.0,5462.4893617,8265.08510638,100.0,2013.0,92.0954784633,-38.2551605,144.3892911
LOWER PLENTY ROAD,120083.5,14555.0,8737.5,10796.5,70.0,2011.0,68.8729686936,-37.72942118,145.1026003
LOWTHER STREET,81010.5,12808.0,2820.4893617,9262.91489362,80.0,2012.0,82.2186168914,-36.98801169,144.0738107
LYNDARUM DRIVE,181815.5,18629.0,1.5,31175.5,50.0,2011.0,36.4894793126,-37.62922342,145.0226912
LYONS STREET,118040.815789,14903.9578947,1513.90526316,11225.3789474,60.0,2012.49473684,56.2565789274,-38.1520584658,146.78941466
LYSTERFIELD ROAD,100269.5,13880.0,7444.5,10916.5,80.0,2011.0,79.7397913141,-37.92408033,145.3028839
MACARTHUR-PENSHURST ROAD,145364.5,15095.0,9747.53488372,8517.3255814,100.0,2012.0,98.932848153,-37.93749918,142.1300775
MACCLESFIELD ROAD,185315.5,18670.0,1.47826086957,31277.4782609,70.0,2011.0,70.5376900584,-37.8581579,145.4804106
MACEDON STREET,165569.5,17548.0,1.5,11253.0,50.0,2013.0,49.4604166348,-37.58866567,144.7521508
MACEDON-WOODEND HIGHWAY,54215.5,11005.5,2719.5,9236.0,90.0,2011.5,83.9322918155,-37.43049491,144.55850895
MADEIRA PACKET ROAD,137254.5,15794.5,2968.0,9287.5,80.0,2012.5,74.7669270237,-38.36868914,141.61713725
MAFFRA-BRIAGOLONG ROAD,14291.5,10094.4782609,997.47826087,10018.4782609,100.0,2012.0,96.8427696218,-37.9044799639,147.0079745
MAFFRA-ROSEDALE ROAD,82892.5,13005.0,6413.5,10220.0,75.0,2013.0,101.238280094,-38.057472555,146.87194775
MAGID DRIVE,186059.5,18679.0,1.5,30968.5,60.0,2011.0,57.3171093661,-38.01596122,145.3010085
MAHONEYS ROAD,181623.5,18627.0,1.5,11687.5,70.0,2011.0,66.1771874031,-37.69436825,145.00652175
MAILORS FLAT-KOROIT ROAD,70783.5,12405.0,5936.5,9289.5,100.0,2012.0,89.8067705629,-38.30231561,142.4613599
MAIN AVENUE,92993.5,13577.0,6844.5,12321.0,60.0,2011.0,55.148177127,-34.16862659,142.0585687
MAIN HURSTBRIDGE ROAD,97597.5,13665.0,7020.5,11118.0,60.0,2005.0,58.2916666667,-37.67430331,145.1660905
MAIN NEERIM ROAD,98706.941791,13633.5731343,4904.74029851,10106.3134328,81.3731343284,2013.0,83.8978727866,-38.0440993389,145.915496509
MAIN ROAD,147185.164311,16367.2155477,4405.28975265,10042.2402827,63.9752650177,2011.64310954,60.9410424755,-37.7226335135,145.025238414
