OBJECTID,LOCATION_ID,MIDPNT_LAT,MIDPNT_LON,HMGNS_FLOW_ID,HMGNS_LNK_ID,HMGNS_LNK_DESC,FLOW,ALLVEHS_MMW,ALLVEH_CALC,ALLVEHS_AADT,TRUCKS_AADT,TRUCK_CALC,PER_TRUCKS,TWO_WAY_AADT,ALLVEH_AMPEAK,ALLVEH_PMPEAK,GROWTH_RATE,CI,YR,LABEL
5607,167123,-35.453175,142.788968,5282,6508, CALDER HIGHWAY btwn SEA LAKE-PATCHEWOLLOCK ROAD & SEA LAKE-ROBINVALE ROAD,SOUTH EAST BOUND,450,E,480,110,E,28%,970,N/A,N/A,4.5%,+/-1.3%,2015,480* (23% 110*) SOUTH EAST BOUND
5608,167124,-36.071969,143.225668,4755,6516, BROADWAY btwn CALDER HIGHWAY & OCONNOR STREET,SOUTH BOUND,980,E,1000,240,E,29%,"1,900",N/A,N/A,1.7%,+/-0.5%,2015,"1,000* (23% 240*) SOUTH BOUND"
5609,167125,-36.340733,143.488979,5287,6524, CALDER HIGHWAY btwn HIGH STREET & SPECIMEN STREET,SOUTH EAST BOUND,740,E,790,230,E,36%,"1,600",N/A,N/A,2.3%,+/-0.8%,2015,790* (30% 230*) SOUTH EAST BOUND
5610,167126,-36.601422,143.94114,5503,6532, MAIN STREET btwn INGLEWOOD ROAD & BRIDGEWATER-MALDON ROAD,SOUTH EAST BOUND,1000,E,1000,240,E,28%,"2,000",N/A,N/A,-0.4%,+/-1.7%,2015,"1,000* (23% 240*) SOUTH EAST BOUND"
5611,167127,-36.754923,144.22081,5292,6540, CALDER HIGHWAY btwn EDWARDS ROAD & OLYMPIC PARADE,SOUTH EAST BOUND,5400,E,5700,560,E,12%,"11,000",N/A,N/A,4.4%,+/-0.8%,2015,"5,700* (10% 560*) SOUTH EAST BOUND"
5612,167278,-37.965847,145.180259,4679,6180, HEATHERTON ROAD btwn DOUGLAS STREET & CHANDLER ROAD,EAST BOUND,11000,E,10000,640,E,7%,"20,000",N/A,N/A,1.3%,+/-0.4%,2015,"10,000* (6% 640*) EAST BOUND"
5613,167279,-37.972456,145.237297,4879,6188, HEATHERTON ROAD btwn MONASH FREEWAY & MONASH FREEWAY,EAST BOUND,13000,E,11000,510,E,5%,"24,000",N/A,N/A,-2%,+/-0.7%,2015,"11,000* (4% 510*) EAST BOUND"
5614,167280,-38.444325,146.205693,5197,6196, GRAND RIDGE EAST ROAD btwn SCARLETT STREET & BOOLARRA-FOSTER ROAD,EAST BOUND,250,E,270,30,E,17%,540,N/A,N/A,1.5%,+/-1%,2015,270* (14% 30*) EAST BOUND
5615,167281,-37.1351,143.76928,5201,6204, MCCALLUMS CREEK ROAD btwn TALBOT-CARISBROOK ROAD & BALLARAT-MARYBOROUGH ROAD,SOUTH BOUND,730,E,770,140,E,23%,"1,500",N/A,N/A,3.6%,+/-1.1%,2015,770* (19% 140*) SOUTH BOUND
5616,167282,-37.75607,144.969489,4886,6213, MORELAND ROAD btwn SYDNEY ROAD & HOLMES STREET,EAST BOUND,5800,E,5200,220,E,5%,"11,000",N/A,N/A,-0.5%,+/-0.1%,2015,"5,200* (4% 220*) EAST BOUND"
5617,167283,-36.356359,145.431542,4682,6221, GRAHAMVALE ROAD btwn FORD ROAD & DOOKIE-SHEPPARTON MAIN ROAD,SOUTH BOUND,2600,E,2800,540,E,24%,"5,700",N/A,N/A,1.2%,+/-0.6%,2015,"2,800* (19% 540*) SOUTH BOUND"
5618,167284,-36.764528,145.553212,5208,6229, HUME HIGHWAY btwn EUROA MAIN ROAD & CLIFTON STREET,EAST BOUND,1000,E,1000,110,E,13%,"2,000",N/A,N/A,1.5%,+/-0.3%,2015,"1,000* (11% 110*) EAST BOUND"
5619,167285,-37.830859,144.950263,4891,6237, MONTAGUE STREET btwn NORMANBY ROAD & CITY ROAD,SOUTH EAST BOUND,20000,E,18000,1200,E,8%,"29,000",N/A,N/A,3%,+/-1.2%,2015,"18,000* (7% 1,200*) SOUTH EAST BOUND"
5620,167389,-37.844349,145.003957,4892,6254, WILLIAMS ROAD btwn TOORAK ROAD & MALVERN ROAD,SOUTH BOUND,13000,E,11000,750,E,7%,"21,000",N/A,N/A,-0.1%,+/-0.2%,2015,"11,000* (6% 750*) SOUTH BOUND"
5621,167390,-36.623677,142.550887,4894,6263, WIMMERA HIGHWAY btwn UNNAMED & MARMA STREET,EAST BOUND,400,E,420,100,E,29%,830,N/A,N/A,0.8%,+/-0.5%,2015,420* (24% 100*) EAST BOUND
5622,167391,-36.668629,142.872808,4694,6271, WIMMERA HIGHWAY btwn SCOTS STREET & DONALD-STAWELL ROAD,EAST BOUND,230,E,250,70,E,36%,490,N/A,N/A,1.6%,+/-1%,2015,250* (29% 70*) EAST BOUND
5623,167392,-36.734335,141.958466,4696,6278, WIMMERA HIGHWAY btwn NATIMUK-HAMILTON ROAD & NATIMUK EAST ROAD,SOUTH WEST BOUND,1000,E,1000,160,E,19%,"2,000",N/A,N/A,1.3%,+/-0.4%,2015,"1,000* (15% 160*) SOUTH WEST BOUND"
5624,167393,-36.975603,141.111192,4698,6286, WIMMERA HIGHWAY btwn EDENHOPE-PENOLA ROAD & WIMMERA HIGHWAY End,WEST BOUND,310,E,330,50,E,21%,660,N/A,N/A,2.4%,+/-1.5%,2015,330* (17% 50*) WEST BOUND
5625,167394,-36.736829,143.880779,4290,6294, BENDIGO-ST ARNAUD ROAD btwn BRIDGEWATER-DUNOLLY ROAD & BENDIGO-ST ARNAUD ROAD,EAST BOUND,500,E,530,120,E,29%,"1,100",N/A,N/A,3.4%,+/-0.8%,2015,530* (24% 120*) EAST BOUND
5626,167395,-37.835544,144.972047,4906,6308, KINGS WAY btwn ALBERT ROAD & QUEENS ROAD,SOUTH EAST BOUND,57000,E,51000,2000,E,5%,"94,000",N/A,N/A,0.9%,+/-1%,2015,"51,000* (4% 2,000*) SOUTH EAST BOUND"
5627,167396,-37.859496,145.005965,4701,6318, DANDENONG ROAD btwn HOTHAM STREET & ORRONG ROAD,EAST BOUND,39000,E,35000,1000,E,3%,"66,000",N/A,N/A,-0.3%,+/-0.2%,2015,"35,000* (3% 1,000*) EAST BOUND"
5628,167397,-37.875409,145.042695,4909,6326, DANDENONG ROAD btwn BALACLAVA ROAD & WAVERLEY ROAD,EAST BOUND,33000,E,29000,1200,E,5%,"58,000",N/A,N/A,-0.2%,+/-0.2%,2015,"29,000* (4% 1,200*) EAST BOUND"
5629,167398,-37.893113,145.090835,4706,6334, DANDENONG ROAD btwn WARRIGAL ROAD & ATKINSON STREET,EAST BOUND,29000,A,26000,1100,E,5%,"52,000","1,800","2,200",0.1%,+/-0.3%,2015,"26,000 (4% 1,100*) EAST BOUND"
5630,167399,-37.92463,145.143478,5243,6342, DANDENONG ROAD btwn SPRINGVALE BYPASS & SPRINGVALE BYPASS,SOUTH EAST BOUND,28000,E,25000,2000,E,9%,"48,000",N/A,N/A,-0.3%,+/-0.2%,2015,"25,000* (8% 2,000*) SOUTH EAST BOUND"
5631,167400,-38.001035,145.230178,4919,6357, LONSDALE STREET btwn SOUTH GIPPSLAND HIGHWAY & PRINCES HIGHWAY EAST,EAST BOUND,21000,A,19000,2000,E,12%,"36,000","1,100","1,800",-0.4%,+/-0.4%,2015,"19,000 (11% 2,000*) EAST BOUND"
5632,166935,-37.796047,145.030864,4580,5764, PRINCESS STREET btwn CHANDLER HIGHWAY & EGLINTON STREET,SOUTH BOUND,16000,E,14000,940,E,7%,"26,000",N/A,N/A,-0.3%,+/-0.2%,2015,"14,000* (6% 940*) SOUTH BOUND"
5633,166936,-38.204788,144.545961,4775,5773, GRUBB ROAD btwn DRYSDALE ROAD & QUEENSCLIFF ROAD,SOUTH BOUND,3900,E,4100,280,E,8%,"8,300",N/A,N/A,1.2%,+/-0.3%,2015,"4,100* (7% 280*) SOUTH BOUND"
5634,166937,-37.815254,145.041558,4584,5782, BARKERS ROAD btwn GLENFERRIE ROAD & AUBURN ROAD,EAST BOUND,13000,E,12000,790,E,7%,"24,000",N/A,N/A,-0.5%,+/-0.1%,2015,"12,000* (6% 790*) EAST BOUND"
5635,166938,-37.738763,144.999833,4779,5797, ST GEORGES ROAD btwn MURRAY ROAD & CRAMER STREET,SOUTH BOUND,12000,E,11000,700,E,7%,"23,000",N/A,N/A,-0.5%,+/-0.1%,2015,"11,000* (6% 700*) SOUTH BOUND"
5636,166939,-37.776393,144.954613,4587,5808, BRUNSWICK ROAD btwn GRANTHAM STREET & SYDNEY ROAD,EAST BOUND,8800,A,7900,330,E,5%,"17,000",570,520,-0.3%,+/-0.6%,2015,"7,900 (4% 330*) EAST BOUND"
5637,166940,-37.746639,144.862671,3647,5817, MILLEARA ROAD btwn DINAH PARADE & BUCKLEY STREET,SOUTH BOUND,12000,A,10000,370,E,4%,"24,000","1,000",810,2.5%,+/-1%,2015,"10,000 (3% 370*) SOUTH BOUND"
5638,166941,-37.772719,144.92542,3650,5826, MARIBYRNONG ROAD btwn ASCOT VALE ROAD & MT ALEXANDER ROAD,EAST BOUND,9000,E,8100,520,E,7%,"15,000",N/A,N/A,-0.3%,+/-0.5%,2015,"8,100* (6% 520*) EAST BOUND"
5639,166942,-37.680856,144.899174,4786,5836, JOHNSTONE STREET btwn BROADMEADOWS ROAD DEVIATION & PEARCEDALE PARADE,EAST BOUND,7300,E,6600,330,E,6%,"17,000",N/A,N/A,1.1%,+/-0.3%,2015,"6,600* (5% 330*) EAST BOUND"
5640,166943,-37.780361,145.063652,5125,5844, BURKE ROAD btwn MCARTHUR ROAD & EASTERN FREEWAY Offramp,SOUTH BOUND,18000,E,16000,370,E,3%,"31,000",N/A,N/A,0.2%,+/-0.2%,2015,"16,000* (2% 370*) SOUTH BOUND"
5641,166944,-37.819382,145.058975,5126,5854, BURKE ROAD btwn BARKERS ROAD & CANTERBURY ROAD,SOUTH BOUND,13000,A,11000,450,E,4%,"23,000",910,770,-2.3%,+/-1.1%,2015,"11,000 (4% 450*) SOUTH BOUND"
5642,166945,-37.852394,145.052822,4796,5863, BURKE ROAD btwn MONASH FREEWAY & MONASH FREEWAY Offramp,SOUTH BOUND,10000,E,9200,590,E,7%,"18,000",N/A,N/A,-0.4%,+/-0.2%,2015,"9,200* (6% 590*) SOUTH BOUND"
5643,166946,-37.72795,144.796631,4799,5872, TAYLORS ROAD btwn ARTHUR STREET & KINGS ROAD,WEST BOUND,18000,E,16000,600,E,4%,"32,000",N/A,N/A,5%,+/-1%,2015,"16,000* (4% 600*) WEST BOUND"
5644,166947,-37.836119,144.783742,4800,5881, FITZGERALDS ROAD btwn DOHERTYS ROAD & KEILOR-LAVERTON ROAD,SOUTH BOUND,13000,E,12000,2400,E,23%,"22,000",N/A,N/A,2.6%,+/-0.6%,2015,"12,000* (20% 2,400*) SOUTH BOUND"
5645,167128,-36.80597,144.241499,4343,6548, HIGH STREET btwn LOCKWOOD ROAD & CALDER HIGHWAY,SOUTH BOUND,10000,E,11000,970,E,11%,"22,000",N/A,N/A,2.7%,+/-1.3%,2015,"11,000* (9% 970*) SOUTH BOUND"
5646,167129,-37.164963,144.358026,5509,6558, CALDER HIGHWAY btwn HIGH STREET & MOLLISON STREET,SOUTH BOUND,640,E,680,40,E,8%,"1,300",N/A,N/A,1.8%,+/-0.2%,2015,680* (7% 40*) SOUTH BOUND
5647,167130,-37.242475,144.465737,4347,6566, CALDER FREEWAY btwn EDGECOMBE ROAD & CALDER HIGHWAY Onramp,EAST BOUND,5700,E,6100,920,E,19%,"14,000",N/A,N/A,-0.1%,+/-0.8%,2015,"6,100* (15% 920*) EAST BOUND"
5648,167131,-37.348411,144.551265,5512,6574, CALDER FREEWAY btwn CALDER HIGHWAY Offramp & LANCEFIELD ROAD,SOUTH BOUND,8600,E,9100,1200,E,17%,"18,000",N/A,N/A,4%,+/-0.6%,2015,"9,100* (14% 1,200*) SOUTH BOUND"
5649,167132,-37.471972,144.591411,4352,6582, CALDER FREEWAY btwn CALDER HIGHWAY Offramp & STATION ROAD,SOUTH EAST BOUND,10000,E,11000,1100,E,12%,"22,000",N/A,N/A,2.4%,+/-0.6%,2015,"11,000* (10% 1,100*) SOUTH EAST BOUND"
5650,167133,-37.55712,144.662666,5326,6590, CALDER FREEWAY btwn CALDER HIGHWAY Onramp & CALDER HIGHWAY Offramp,SOUTH EAST BOUND,15000,E,13000,1300,E,11%,"26,000",N/A,N/A,3%,+/-0.3%,2015,"13,000* (10% 1,300*) SOUTH EAST BOUND"
5651,167134,-37.709621,144.824693,5520,6602, CALDER FREEWAY btwn CALDER HIGHWAY Onramp & GREEN GULLY ROAD,EAST BOUND,43000,A,38000,1600,E,5%,"77,000","4,000","2,200",2.4%,+/-0.4%,2015,"38,000 (4% 1,600*) EAST BOUND"
5652,167135,-37.733878,144.893666,5302,6617, CALDER FREEWAY btwn CALDER HIGHWAY Offramp & TULLAMARINE FREEWAY,EAST BOUND,46000,E,41000,2500,E,7%,"82,000",N/A,N/A,2.1%,+/-0.2%,2015,"41,000* (6% 2,500*) EAST BOUND"
5653,167136,-37.692106,144.958383,4359,6627, SYDNEY ROAD btwn METROPOLITAN RING ROAD & METROPOLITAN RING ROAD Offramp,NORTH BOUND,29000,E,26000,3000,E,13%,"52,000",N/A,N/A,0.3%,+/-0.5%,2015,"26,000* (11% 3,000*) NORTH BOUND"
5654,167137,-37.604612,144.945454,4362,6635, HUME FREEWAY btwn HUME FREEWAY Offramp & HUME FREEWAY,NORTH BOUND,17000,E,15000,1300,E,10%,"15,000",N/A,N/A,-2%,+/-1.8%,2015,"15,000* (9% 1,300*) NORTH BOUND"
5655,167138,-37.41659,144.995835,4364,6650, HUME FREEWAY btwn HUME FREEWAY Offramp & WATSON STREET,NORTH EAST BOUND,11000,E,11000,2100,E,22%,"22,000",N/A,N/A,4.3%,+/-0.7%,2015,"11,000* (18% 2,100*) NORTH EAST BOUND"
5656,167139,-37.198884,145.070733,5862,6658, HUME FREEWAY btwn HUME FREEWAY Offramp & STRATH CREEK ROAD,NORTH BOUND,9800,E,10000,2500,E,30%,"21,000",N/A,N/A,2.2%,+/-0.3%,2015,"10,000* (24% 2,500*) NORTH BOUND"
5657,167140,-37.001694,145.115473,4371,6667, HUME FREEWAY btwn GOULBURN VALLEY HIGHWAY Offramp & HUME FREEWAY Offramp,NORTH EAST BOUND,8800,E,9400,2500,E,33%,"21,000",N/A,N/A,3.1%,+/-0.9%,2015,"9,400* (27% 2,500*) NORTH EAST BOUND"
5658,167286,-37.821064,145.079787,5217,6245, BALWYN ROAD btwn MONT ALBERT ROAD & CANTERBURY ROAD,SOUTH BOUND,7200,E,6500,230,E,4%,"14,000",N/A,N/A,1.2%,+/-0.4%,2015,"6,500* (4% 230*) SOUTH BOUND"
5659,167287,-37.837953,145.005202,4689,6253, WILLIAMS ROAD btwn WILLIAMS ROAD & TOORAK ROAD,SOUTH BOUND,11000,A,10000,670,E,7%,"23,000",600,850,-1.3%,+/-0.4%,2015,"10,000 (6% 670*) SOUTH BOUND"
5660,167288,-36.620152,142.473343,4690,6262, MARMA STREET btwn WIMMERA HIGHWAY & MARMA STREET,EAST BOUND,550,E,580,110,E,24%,"1,100",N/A,N/A,1%,+/-0.4%,2015,580* (19% 110*) EAST BOUND
5661,167289,-36.667087,142.867955,4286,6270, WIMMERA HIGHWAY btwn DONALD-STAWELL ROAD & DONALD-STAWELL ROAD,SOUTH EAST BOUND,230,E,250,70,E,36%,490,N/A,N/A,1.6%,+/-1%,2015,250* (29% 70*) SOUTH EAST BOUND
5662,167290,-36.738732,142.040848,5227,6277, WIMMERA HIGHWAY btwn HORSHAM-NORADJUHA ROAD & NATIMUK-HAMILTON ROAD,WEST BOUND,1100,E,1100,180,E,19%,"2,300",N/A,N/A,1.4%,+/-0.5%,2015,"1,100* (16% 180*) WEST BOUND"
5663,167291,-37.026032,141.262112,4900,6285, WIMMERA HIGHWAY btwn KADNOOK STREET & EDENHOPE-PENOLA ROAD,WEST BOUND,460,E,490,100,E,27%,970,N/A,N/A,0.5%,+/-0.8%,2015,490* (22% 100*) WEST BOUND
5664,167292,-36.747743,143.839057,4901,6293, BRIDGEWATER-DUNOLLY ROAD btwn LYTTON STREET & BENDIGO-ST ARNAUD ROAD,NORTH EAST BOUND,130,E,140,20,E,23%,260,N/A,N/A,2.6%,+/-2.2%,2015,140* (19% 20*) NORTH EAST BOUND
5665,167293,-37.834232,144.969533,4905,6307, KINGS WAY btwn PARK STREET & ALBERT ROAD,SOUTH EAST BOUND,52000,E,47000,1800,E,5%,"94,000",N/A,N/A,0.5%,+/-0.2%,2015,"47,000* (4% 1,800*) SOUTH EAST BOUND"
5666,167294,-37.85826,144.996826,5238,6317, DANDENONG ROAD btwn QUEENS WAY & HOTHAM STREET,EAST BOUND,36000,E,33000,980,E,3%,"64,000",N/A,N/A,-0.2%,+/-0.2%,2015,"33,000* (3% 980*) EAST BOUND"
5667,167295,-37.874428,145.039196,4703,6325, DANDENONG ROAD btwn TOORONGA ROAD & BALACLAVA ROAD,SOUTH EAST BOUND,33000,E,30000,1000,E,4%,"60,000",N/A,N/A,-0.5%,+/-0.3%,2015,"30,000* (3% 1,000*) SOUTH EAST BOUND"
5668,167296,-37.890446,145.082981,4913,6333, DANDENONG ROAD btwn CHADSTONE ROAD & WARRIGAL ROAD,SOUTH EAST BOUND,34000,E,31000,1200,E,5%,"60,000",N/A,N/A,-0.3%,+/-1.8%,2015,"31,000* (4% 1,200*) SOUTH EAST BOUND"
5669,167297,-37.923969,145.142425,4916,6341, DANDENONG ROAD btwn MCNAUGHTON ROAD & SPRINGVALE BYPASS,SOUTH EAST BOUND,33000,E,30000,2400,E,9%,"60,000",N/A,N/A,-0.2%,+/-0.4%,2015,"30,000* (8% 2,400*) SOUTH EAST BOUND"
5670,167298,-38.000236,145.224755,4710,6356, LONSDALE STREET btwn PLUNKETT ROAD & SOUTH GIPPSLAND HIGHWAY,SOUTH EAST BOUND,32000,E,28000,1500,E,6%,"56,000",N/A,N/A,-0.2%,+/-0.2%,2015,"28,000* (5% 1,500*) SOUTH EAST BOUND"
5671,167352,-37.162864,144.154652,5905,6839, MIDLAND HIGHWAY btwn JOHNSTONE STREET & POWELL CONNECTION ROAD,SOUTH BOUND,1400,E,1400,180,E,15%,"2,900",N/A,N/A,3.5%,+/-2.5%,2015,"1,400* (12% 180*) SOUTH BOUND"
5672,167353,-37.423354,143.894893,5383,6848, ALBERT STREET btwn CASTLEMAINE ROAD & MELBOURNE ROAD,SOUTH BOUND,3900,E,4200,310,E,9%,"8,700",N/A,N/A,1.8%,+/-0.5%,2015,"4,200* (8% 310*) SOUTH BOUND"
5673,167354,-37.527985,143.84878,5564,6856, MIDLAND HIGHWAY btwn MIDLAND HIGHWAY & CRESWICK ROAD,SOUTH BOUND,6300,E,6700,450,E,8%,"13,000",N/A,N/A,2%,+/-0.3%,2015,"6,700* (7% 450*) SOUTH BOUND"
5674,167355,-37.56992,143.850812,5915,6864, SKIPTON STREET btwn DOVETON STREET & LATROBE STREET,SOUTH WEST BOUND,8600,E,9100,480,E,6%,"19,000",N/A,N/A,0.9%,+/-0.5%,2015,"9,100* (5% 480*) SOUTH WEST BOUND"
5675,167356,-37.649184,143.879037,5388,6873, LEARMONTH STREET btwn BUNINYONG-SEBASTOPOL ROAD & WARRENHEIP STREET,EAST BOUND,3600,E,3900,440,E,14%,"7,600",N/A,N/A,2.4%,+/-0.4%,2015,"3,900* (11% 440*) EAST BOUND"
5676,167357,-38.049339,144.200611,5570,6881, MIDLAND HIGHWAY btwn GEELONG ROAD & BAKERS ROAD,SOUTH EAST BOUND,4600,E,4900,580,E,15%,"9,700",N/A,N/A,4.4%,+/-0.5%,2015,"4,900* (12% 580*) SOUTH EAST BOUND"
5677,167358,-38.133247,144.351905,5395,6889, CHURCH STREET btwn GLENLEITH AVENUE & KEERA STREET,SOUTH WEST BOUND,900,E,950,150,E,20%,"4,800",N/A,N/A,-1.5%,+/-1.1%,2015,950* (16% 150*) SOUTH WEST BOUND
5678,167359,-38.107177,145.13978,5397,6900, MORNINGTON PENINSULA ROUTE btwn SEAFORD ROAD & MORNINGTON PENINSULA ROUTE Onramp,SOUTH BOUND,28000,E,25000,1200,E,6%,"50,000",N/A,N/A,0.8%,+/-1%,2015,"25,000* (5% 1,200*) SOUTH BOUND"
5679,167360,-38.16854,145.138169,5401,6914, MOOROODUC HIGHWAY btwn HERITAGE AVENUE & GOLF LINKS ROAD,SOUTH BOUND,32000,E,29000,1000,E,4%,"57,000",N/A,N/A,3%,+/-0.8%,2015,"29,000* (4% 1,000*) SOUTH BOUND"
5680,167361,-38.236768,145.087516,5925,6923, MOOROODUC HIGHWAY btwn MORNINGTON-TYABB ROAD & BUNGOWER ROAD,SOUTH BOUND,8200,E,7400,430,E,7%,"15,000",N/A,N/A,-3.1%,+/-3.8%,2015,"7,400* (6% 430*) SOUTH BOUND"
5681,167362,-38.336603,144.973806,5930,6933, MORNINGTON PENINSULA ROUTE btwn MORNINGTON PENINSULA ROUTE Onramp & MORNINGTON PENINSULA ROUTE Offramp,WEST BOUND,21000,E,19000,1300,E,8%,"39,000",N/A,N/A,4.8%,+/-0.7%,2015,"19,000* (7% 1,300*) WEST BOUND"
5682,166948,-37.803015,144.882042,5133,5890, GEELONG STREET btwn SUNSHINE ROAD & GEELONG ROAD,SOUTH EAST BOUND,3500,E,3200,250,E,9%,"6,400",N/A,N/A,-0.5%,+/-0.1%,2015,"3,200* (8% 250*) SOUTH EAST BOUND"
5683,166950,-38.081753,144.337335,4803,5897, COX ROAD btwn COX ROAD & ANAKIE ROAD,WEST BOUND,5000,E,5300,440,E,10%,"9,700",N/A,N/A,1.2%,+/-0.3%,2015,"5,300* (8% 440*) WEST BOUND"
5684,166951,-37.824136,144.970505,5137,5906, ST KILDA ROAD btwn LINLITHGOW AVENUE & GRANT STREET,SOUTH BOUND,17000,E,15000,1000,E,7%,"29,000",N/A,N/A,-0.5%,+/-0.1%,2015,"15,000* (6% 1,000*) SOUTH BOUND"
5685,166952,-37.851743,144.981196,4214,5915, ST KILDA ROAD btwn HIGH STREET & UNION STREET,SOUTH BOUND,15000,A,13000,610,E,5%,"27,000",620,"1,600",-1%,+/-0.3%,2015,"13,000 (4% 610*) SOUTH BOUND"
5686,166953,-38.111554,144.355572,4810,5929, CORIO QUAY ROAD btwn CORIO QUAY ROAD & MELBOURNE ROAD,SOUTH BOUND,1900,E,2000,250,E,15%,"4,000",N/A,N/A,1.8%,+/-0.3%,2015,"2,000* (12% 250*) SOUTH BOUND"
5687,166954,-38.111132,144.351563,5145,5937, DUNN STREET btwn MELBOURNE ROAD & SEPARATION STREET,EAST BOUND,4900,E,5200,640,E,15%,"10,000",N/A,N/A,0.2%,+/-0.3%,2015,"5,200* (12% 640*) EAST BOUND"
5688,166955,-37.7341,144.999876,5146,5949, SPRING STREET btwn REGENT STREET & MURRAY ROAD,SOUTH BOUND,11000,E,10000,660,E,7%,"21,000",N/A,N/A,0%,+/-0.3%,2015,"10,000* (6% 660*) SOUTH BOUND"
5689,166956,-37.842208,145.018388,4223,5959, TOORAK ROAD btwn ORRONG ROAD & KOOYONG ROAD,EAST BOUND,13000,A,12000,770,E,7%,"24,000",660,850,-1.6%,+/-0.4%,2015,"12,000 (6% 770*) EAST BOUND"
5690,166957,-37.808392,145.116577,4228,5969, ELGAR ROAD btwn BELMORE ROAD & WHITEHORSE ROAD,SOUTH BOUND,9900,E,8900,570,E,7%,"21,000",N/A,N/A,-1.6%,+/-1.5%,2015,"8,900* (6% 570*) SOUTH BOUND"
5691,166958,-37.756089,145.134495,4626,5977, WILLIAMSONS ROAD btwn FITZSIMONS LANE & FOOTE STREET,SOUTH BOUND,21000,E,19000,1200,E,7%,"39,000",N/A,N/A,1.5%,+/-0.4%,2015,"19,000* (6% 1,200*) SOUTH BOUND"
5692,166959,-38.054311,145.301336,4233,5985, NARRE WARREN-CRANBOURNE ROAD btwn POUND ROAD & GREAVES ROAD,SOUTH BOUND,12000,E,11000,640,E,6%,"24,000",N/A,N/A,2.1%,+/-0.4%,2015,"11,000* (6% 640*) SOUTH BOUND"
5693,166960,-38.243794,146.424817,4234,5998, MONASH WAY btwn PRINCES HIGHWAY EAST Onramp & PRINCES FREEWAY EAST,SOUTH EAST BOUND,4400,E,4600,250,E,7%,"8,800",N/A,N/A,1.1%,+/-0.4%,2015,"4,600* (5% 250*) SOUTH EAST BOUND"
5694,166961,-38.381694,146.27701,4631,6006, MONASH WAY btwn CHRISTIAN STREET & BASTIN STREET,SOUTH EAST BOUND,490,E,520,30,E,9%,"1,000",N/A,N/A,0.1%,+/-0.6%,2015,520* (7% 30*) SOUTH EAST BOUND
5695,166962,-38.165152,146.408855,4237,6014, TANJIL EAST ROAD btwn BROWN COAL MINE ROAD & LATROBE ROAD,SOUTH BOUND,1300,A,1400,100,A,9%,"2,800",70,200,1.5%,+/-0.8%,2015,"1,400 (7% 100*) SOUTH BOUND"
5696,166123,-35.824515,142.16249,2999,3757, HOPETOUN-RAINBOW ROAD btwn TAVERNER STREET & AUDREY STREET,EAST BOUND,70,E,70,10,E,25%,150,N/A,N/A,1.5%,+/-3.2%,2015,70* (22% 10*) EAST BOUND
5697,166124,-36.475688,142.521281,2497,3765, MURTOA-MINYIP ROAD btwn HORSHAM-MINYIP ROAD & L PIETSCH ROAD,EAST BOUND,300,E,320,50,E,22%,630,N/A,N/A,0.9%,+/-0.4%,2015,320* (18% 50*) EAST BOUND
5698,166125,-36.536844,142.631821,3000,3774, STAWELL-WARRACKNABEAL ROAD btwn MINYIP-RICH AVON ROAD & UNNAMED,SOUTH BOUND,250,E,270,90,E,42%,550,N/A,N/A,3.9%,+/-1.1%,2015,270* (34% 90*) SOUTH BOUND
5699,166126,-36.70455,142.200826,3001,3782, BLUE RIBBON ROAD btwn RASMUSSEN ROAD & BAILLIE STREET,SOUTH BOUND,4000,E,4200,260,E,8%,"8,400",N/A,N/A,16.6%,+/-5.2%,2015,"4,200* (6% 260*) SOUTH BOUND"
5700,166127,-36.225097,141.849698,2100,3787, NHILL-JEPARIT ROAD btwn LORQUON ROAD & WESTERN HIGHWAY,SOUTH WEST BOUND,200,E,210,30,E,19%,430,N/A,N/A,3.5%,+/-0.9%,2015,210* (15% 30*) SOUTH WEST BOUND
5701,166128,-36.331493,141.637876,2103,3791, NELSON STREET btwn NHILL-YANAC ROAD & EMERSON STREET,EAST BOUND,530,E,560,60,E,15%,"1,100",N/A,N/A,0.2%,+/-0.4%,2015,560* (12% 60*) EAST BOUND
5702,166129,-37.819273,145.006035,2690,3799, BRIDGE ROAD btwn COPPIN STREET & BURNLEY STREET,EAST BOUND,9600,A,8700,560,E,7%,"20,000",490,740,-3.2%,+/-0.6%,2015,"8,700 (6% 560*) EAST BOUND"
5703,166130,-37.824906,144.991119,3007,3807, SWAN STREET btwn PUNT ROAD & LENNOX STREET,EAST BOUND,11000,E,10000,660,E,7%,"19,000",N/A,N/A,-0.5%,+/-0.7%,2015,"10,000* (6% 660*) EAST BOUND"
5704,166131,-37.671938,144.426144,2696,3815, MAIN STREET btwn BACCHUS MARSH ROAD & GISBORNE ROAD,EAST BOUND,5600,E,6000,310,E,6%,"12,000",N/A,N/A,12.9%,+/-3.4%,2015,"6,000* (5% 310*) EAST BOUND"
5705,166132,-37.845325,145.072631,2698,3825, CAMBERWELL ROAD btwn GLEN IRIS ROAD & TOORAK ROAD,SOUTH EAST BOUND,5000,E,4500,290,E,7%,"9,000",N/A,N/A,-0.5%,+/-0.1%,2015,"4,500* (6% 290*) SOUTH EAST BOUND"
